id,url,name,type,authority_uri,note,text_units
sestiereSanFrancesco,https://statutiascoli.it/citt%C3%A0.html?id=sestiereSanFrancesco,sexterio de Sancto Francisco,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereSantAnastasio,https://statutiascoli.it/citt%C3%A0.html?id=sestiereSantAnastasio,sexterio de Sancto Anastasio,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro1_rubrica4; url=https://statutiascoli.it/statuti.html?id=2_1_5
sestiereGrotte,https://statutiascoli.it/citt%C3%A0.html?id=sestiereGrotte,sexterio de le Grocte,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereScaye,https://statutiascoli.it/citt%C3%A0.html?id=sestiereScaye,sexterio de le Scaye,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereSetteSoglie,https://statutiascoli.it/citt%C3%A0.html?id=sestiereSetteSoglie,sexterio de Secte Soglie,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereSanVenanzio,https://statutiascoli.it/citt%C3%A0.html?id=sestiereSanVenanzio,sexterio de Sancto Venantio,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereSantAgostino,https://statutiascoli.it/citt%C3%A0.html?id=sestiereSantAgostino,sexterio de Sancto Augustino,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereCasaleNovo,https://statutiascoli.it/citt%C3%A0.html?id=sestiereCasaleNovo,sexterio Casale novo,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestierePortaRomana,https://statutiascoli.it/citt%C3%A0.html?id=sestierePortaRomana,sexterio de porta Romana,sestiere,,,id=statCom_libro3_indice; url=https://statutiascoli.it/statuti.html?id=1_3_0 | id=statCom_libro3_rubrica113; url=https://statutiascoli.it/statuti.html?id=1_3_114 | id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro1_rubrica15; url=https://statutiascoli.it/statuti.html?id=2_1_16 | id=statPop_libro2_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_2_7 | id=statPop_libro3_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_3_69
sestiereLago,https://statutiascoli.it/citt%C3%A0.html?id=sestiereLago,sexterio de lu Laco,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestiereSanGiacomo,https://statutiascoli.it/citt%C3%A0.html?id=sestiereSanGiacomo,sexterio de Sancto Jacobo,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
sestierePonteSolesta,https://statutiascoli.it/citt%C3%A0.html?id=sestierePonteSolesta,sexterio de ponte Solestane,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro3_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_3_69
sestierePedeMercato,https://statutiascoli.it/citt%C3%A0.html?id=sestierePedeMercato,sexterio da Pede de lu merchato,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro1_rubrica4; url=https://statutiascoli.it/statuti.html?id=2_1_5
sestiereTribio,https://statutiascoli.it/citt%C3%A0.html?id=sestiereTribio,sexterio lu Tribio,sestiere,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
portaPonteMaggioreSopra,https://statutiascoli.it/citt%C3%A0.html?id=portaPonteMaggioreSopra,porta de Ponte majore de sopra,porta,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
portaPonteMaggiore,https://statutiascoli.it/citt%C3%A0.html?id=portaPonteMaggiore,porta de ponte Maiore,porta,,,id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24 | id=statPop_libro3_rubrica32; url=https://statutiascoli.it/statuti.html?id=2_3_33
portaPonteTufillo,https://statutiascoli.it/citt%C3%A0.html?id=portaPonteTufillo,porta de ponte Tofillo,porta,,,id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24
portaPonteSolesta,https://statutiascoli.it/citt%C3%A0.html?id=portaPonteSolesta,porta de ponte Solestano,porta,,,id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24 | id=statPop_libro3_rubrica32; url=https://statutiascoli.it/statuti.html?id=2_3_33
portaRomana,https://statutiascoli.it/citt%C3%A0.html?id=portaRomana,porta de Porta Romana,porta,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24 | id=statPop_libro3_rubrica58; url=https://statutiascoli.it/statuti.html?id=2_3_59
portaMonte,https://statutiascoli.it/citt%C3%A0.html?id=portaMonte,porta de Summa,porta,,,id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24
portaSantoSpirito,https://statutiascoli.it/citt%C3%A0.html?id=portaSantoSpirito,porta de Sancto Spirito,porta,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24
portaTorricella,https://statutiascoli.it/citt%C3%A0.html?id=portaTorricella,porta de Torrecelle,porta,,,id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24 | id=statPop_libro4_rubrica17; url=https://statutiascoli.it/statuti.html?id=2_4_17
portaTornasacco,https://statutiascoli.it/citt%C3%A0.html?id=portaTornasacco,porta Tornasacco,porta,,,id=statPop_libro2_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_2_24
campoParignano,https://statutiascoli.it/citt%C3%A0.html?id=campoParignano,campo de Paregnano,,,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro3_rubrica99; url=https://statutiascoli.it/statuti.html?id=1_3_100 | id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica13; url=https://statutiascoli.it/statuti.html?id=2_3_14 | id=statPop_libro3_rubrica27; url=https://statutiascoli.it/statuti.html?id=2_3_28 | id=statPop_libro3_rubrica49; url=https://statutiascoli.it/statuti.html?id=2_3_50 | id=statPop_libro3_rubrica64; url=https://statutiascoli.it/statuti.html?id=2_3_65
palazzoPopolo,https://statutiascoli.it/citt%C3%A0.html?id=palazzoPopolo,Palazzo del Popolo,palazzo,,,id=statCom_libro2_rubrica2; url=https://statutiascoli.it/statuti.html?id=1_2_3 | id=statCom_libro3_rubrica114; url=https://statutiascoli.it/statuti.html?id=1_3_115 | id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro3_rubrica63; url=https://statutiascoli.it/statuti.html?id=1_3_64 | id=statCom_libro3_rubrica70; url=https://statutiascoli.it/statuti.html?id=1_3_71 | id=statCom_libro3_rubrica74; url=https://statutiascoli.it/statuti.html?id=1_3_75 | id=statCom_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=1_3_95 | id=statPop_libro1_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_1_24 | id=statPop_libro1_rubrica29; url=https://statutiascoli.it/statuti.html?id=2_1_30 | id=statPop_libro1_rubrica32; url=https://statutiascoli.it/statuti.html?id=2_1_33 | id=statPop_libro1_rubrica43; url=https://statutiascoli.it/statuti.html?id=2_1_44 | id=statPop_libro1_rubrica62; url=https://statutiascoli.it/statuti.html?id=2_1_63 | id=statPop_libro1_rubrica69; url=https://statutiascoli.it/statuti.html?id=2_1_70 | id=statPop_libro1_rubrica70; url=https://statutiascoli.it/statuti.html?id=2_1_71 | id=statPop_libro1_rubrica77; url=https://statutiascoli.it/statuti.html?id=2_1_78 | id=statPop_libro1_rubrica82; url=https://statutiascoli.it/statuti.html?id=2_1_83 | id=statPop_libro2_rubrica11; url=https://statutiascoli.it/statuti.html?id=2_2_12 | id=statPop_libro3_rubrica2; url=https://statutiascoli.it/statuti.html?id=2_3_3 | id=statPop_libro3_rubrica37; url=https://statutiascoli.it/statuti.html?id=2_3_38 | id=statPop_libro4_rubrica18; url=https://statutiascoli.it/statuti.html?id=2_4_18 | id=statPop_libro4_rubrica25; url=https://statutiascoli.it/statuti.html?id=2_4_25 | id=statPop_libro5_rubrica10; url=https://statutiascoli.it/statuti.html?id=2_5_10
piazzaPopolo,https://statutiascoli.it/citt%C3%A0.html?id=piazzaPopolo,Piazza del Popolo,piazza,,Piazza del Popolo è anche chiamata 'piaza de sopra'.,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro3_rubrica70; url=https://statutiascoli.it/statuti.html?id=1_3_71 | id=statCom_libro3_rubrica85; url=https://statutiascoli.it/statuti.html?id=1_3_86 | id=statCom_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=1_3_95 | id=statPop_libro1_rubrica32; url=https://statutiascoli.it/statuti.html?id=2_1_33 | id=statPop_libro2_rubrica11; url=https://statutiascoli.it/statuti.html?id=2_2_12 | id=statPop_libro3_rubrica2; url=https://statutiascoli.it/statuti.html?id=2_3_3 | id=statPop_libro3_rubrica21; url=https://statutiascoli.it/statuti.html?id=2_3_22 | id=statPop_libro3_rubrica37; url=https://statutiascoli.it/statuti.html?id=2_3_38 | id=statPop_libro3_rubrica42; url=https://statutiascoli.it/statuti.html?id=2_3_43 | id=statPop_libro4_indice; url=https://statutiascoli.it/statuti.html?id=2_4_0 | id=statPop_libro4_rubrica18; url=https://statutiascoli.it/statuti.html?id=2_4_18 | id=statPop_libro5_rubrica21; url=https://statutiascoli.it/statuti.html?id=2_5_21
piazzaSotto,https://statutiascoli.it/citt%C3%A0.html?id=piazzaSotto,Piazza de socta,piazza,,,id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro3_rubrica70; url=https://statutiascoli.it/statuti.html?id=1_3_71 | id=statCom_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=1_3_95 | id=statCom_libro4_indice; url=https://statutiascoli.it/statuti.html?id=1_4_0 | id=statCom_libro4_rubrica10; url=https://statutiascoli.it/statuti.html?id=1_4_11 | id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro1_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_1_24 | id=statPop_libro2_rubrica1; url=https://statutiascoli.it/statuti.html?id=2_2_2
palazzoComune,https://statutiascoli.it/citt%C3%A0.html?id=palazzoComune,Palazzo del Comune,palazzo,,Chiamato anche Palazzo dell'Arengo. Comprendeva anche il palazzo del Consiglio degli Anziani.,id=statCom_libro2_rubrica14; url=https://statutiascoli.it/statuti.html?id=1_2_15 | id=statCom_libro2_rubrica2; url=https://statutiascoli.it/statuti.html?id=1_2_3 | id=statCom_libro2_rubrica3; url=https://statutiascoli.it/statuti.html?id=1_2_4 | id=statCom_libro2_rubrica51; url=https://statutiascoli.it/statuti.html?id=1_2_52 | id=statCom_libro2_rubrica54; url=https://statutiascoli.it/statuti.html?id=1_2_55 | id=statCom_libro2_rubrica55; url=https://statutiascoli.it/statuti.html?id=1_2_56 | id=statCom_libro3_rubrica1; url=https://statutiascoli.it/statuti.html?id=1_3_2 | id=statCom_libro3_rubrica114; url=https://statutiascoli.it/statuti.html?id=1_3_115 | id=statCom_libro3_rubrica20; url=https://statutiascoli.it/statuti.html?id=1_3_21 | id=statCom_libro3_rubrica31; url=https://statutiascoli.it/statuti.html?id=1_3_32 | id=statCom_libro3_rubrica35; url=https://statutiascoli.it/statuti.html?id=1_3_36 | id=statCom_libro3_rubrica4; url=https://statutiascoli.it/statuti.html?id=1_3_5 | id=statCom_libro3_rubrica63; url=https://statutiascoli.it/statuti.html?id=1_3_64 | id=statCom_libro3_rubrica70; url=https://statutiascoli.it/statuti.html?id=1_3_71 | id=statCom_libro3_rubrica74; url=https://statutiascoli.it/statuti.html?id=1_3_75 | id=statCom_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=1_3_95 | id=statPop_libro1_rubrica1; url=https://statutiascoli.it/statuti.html?id=2_1_2 | id=statPop_libro1_rubrica2; url=https://statutiascoli.it/statuti.html?id=2_1_3 | id=statPop_libro1_rubrica20; url=https://statutiascoli.it/statuti.html?id=2_1_21 | id=statPop_libro1_rubrica22; url=https://statutiascoli.it/statuti.html?id=2_1_23 | id=statPop_libro1_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_1_24 | id=statPop_libro1_rubrica24; url=https://statutiascoli.it/statuti.html?id=2_1_25 | id=statPop_libro1_rubrica29; url=https://statutiascoli.it/statuti.html?id=2_1_30 | id=statPop_libro1_rubrica3; url=https://statutiascoli.it/statuti.html?id=2_1_4 | id=statPop_libro1_rubrica32; url=https://statutiascoli.it/statuti.html?id=2_1_33 | id=statPop_libro1_rubrica35; url=https://statutiascoli.it/statuti.html?id=2_1_36 | id=statPop_libro1_rubrica58; url=https://statutiascoli.it/statuti.html?id=2_1_59 | id=statPop_libro1_rubrica62; url=https://statutiascoli.it/statuti.html?id=2_1_63 | id=statPop_libro1_rubrica66; url=https://statutiascoli.it/statuti.html?id=2_1_67 | id=statPop_libro1_rubrica70; url=https://statutiascoli.it/statuti.html?id=2_1_71 | id=statPop_libro1_rubrica77; url=https://statutiascoli.it/statuti.html?id=2_1_78 | id=statPop_libro1_rubrica82; url=https://statutiascoli.it/statuti.html?id=2_1_83 | id=statPop_libro3_rubrica1; url=https://statutiascoli.it/statuti.html?id=2_3_2 | id=statPop_libro4_rubrica25; url=https://statutiascoli.it/statuti.html?id=2_4_25 | id=statPop_libro5_rubrica23; url=https://statutiascoli.it/statuti.html?id=2_5_23
piazzaArringo,https://statutiascoli.it/citt%C3%A0.html?id=piazzaArringo,Piazza Arringo,piazza,,,
piazzaQuartarola,https://statutiascoli.it/citt%C3%A0.html?id=piazzaQuartarola,Piazza della Quartarola,piazza,,,id=statPop_libro1_indice; url=https://statutiascoli.it/statuti.html?id=2_1_0 | id=statPop_libro1_rubrica57; url=https://statutiascoli.it/statuti.html?id=2_1_58 | id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0
chiesaSanMartino,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanMartino,Ecclesia de Sancto Martino,chiesa,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
chiesaSantAnastasio,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantAnastasio,Ecclesia de Sancto Anastasio,chiesa,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
chiesaSanGiacomo,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanGiacomo,Ecclesia de Sancto Jacobo,chiesa,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
chiesaSantErasmo,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantErasmo,Sancto Rasino,chiesa,,,id=statPop_libro2_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_2_7
chiesaSanPietroMartire,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanPietroMartire,Ecclesia de Sancto Petro martire,chiesa,,,id=statPop_libro2_rubrica1; url=https://statutiascoli.it/statuti.html?id=2_2_2 | id=statPop_libro2_rubrica8; url=https://statutiascoli.it/statuti.html?id=2_2_9
chiesaSanFrancesco,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanFrancesco,chiesia de Sancto Francisco,chiesa,,,id=statCom_libro3_rubrica116; url=https://statutiascoli.it/statuti.html?id=1_3_117 | id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statPop_libro1_rubrica1; url=https://statutiascoli.it/statuti.html?id=2_1_2 | id=statPop_libro1_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_1_69 | id=statPop_libro1_rubrica78; url=https://statutiascoli.it/statuti.html?id=2_1_79 | id=statPop_libro2_rubrica11; url=https://statutiascoli.it/statuti.html?id=2_2_12 | id=statPop_libro2_rubrica7; url=https://statutiascoli.it/statuti.html?id=2_2_8 | id=statPop_libro4_rubrica18; url=https://statutiascoli.it/statuti.html?id=2_4_18
chiesaSantaMariaPogioMurro,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantaMariaPogioMurro,Ecclesia de Sancta Maria de lu Pogio ad Murro,chiesa,,,id=statCom_libro4_rubrica7; url=https://statutiascoli.it/statuti.html?id=1_4_8
chiesaSanMichele,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanMichele,Ecclesia de Sancto Michele,chiesa,,,id=statCom_libro4_rubrica7; url=https://statutiascoli.it/statuti.html?id=1_4_8
chiesaSantaMariaVergine,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantaMariaVergine,Ecclesia de Sancta Maria de le virgene,chiesa,,,id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16
chiesaMaggiore,https://statutiascoli.it/citt%C3%A0.html?id=chiesaMaggiore,ecclesia majore,chiesa,,,id=statCom_libro2_indice; url=https://statutiascoli.it/statuti.html?id=1_2_0 | id=statCom_libro2_rubrica20; url=https://statutiascoli.it/statuti.html?id=1_2_21 | id=statCom_libro3_rubrica33; url=https://statutiascoli.it/statuti.html?id=1_3_34 | id=statCom_libro3_rubrica35; url=https://statutiascoli.it/statuti.html?id=1_3_36 | id=statCom_libro3_rubrica70; url=https://statutiascoli.it/statuti.html?id=1_3_71 | id=statCom_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=1_3_95 | id=statCom_libro4_rubrica15; url=https://statutiascoli.it/statuti.html?id=1_4_16 | id=statCom_libro4_rubrica7; url=https://statutiascoli.it/statuti.html?id=1_4_8 | id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13 | id=statPop_libro2_rubrica6; url=https://statutiascoli.it/statuti.html?id=2_2_7 | id=statPop_libro3_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_3_69
chiesaSantaMariaSolesta,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantaMariaSolesta,ecclesia de Sancta Maria de Solistano,chiesa,,,id=StatutiAscoli_conclusione; url=https://statutiascoli.it/statuti.html?id=3
chiesaSantaMariaInterVigne,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantaMariaInterVigne,chiesa de Sancta Maria inter le vigne,chiesa,,,id=statCom_libro2_rubrica34; url=https://statutiascoli.it/statuti.html?id=1_2_35
chiesaSantAgostino,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantAgostino,Ecclesia de Sancto Augustino,chiesa,,,id=statCom_libro3_rubrica35; url=https://statutiascoli.it/statuti.html?id=1_3_36 | id=statPop_libro2_rubrica9; url=https://statutiascoli.it/statuti.html?id=2_2_10
chiesaSanGregorio,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanGregorio,ecclesia de Sancto Gregorio,chiesa,,,id=statPop_libro3_indice; url=https://statutiascoli.it/statuti.html?id=2_3_0 | id=statPop_libro3_rubrica53; url=https://statutiascoli.it/statuti.html?id=2_3_54
chiesaSantoSpirito,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantoSpirito,loco de Sancto Spirito,chiesa,,,id=statPop_libro3_rubrica57; url=https://statutiascoli.it/statuti.html?id=2_3_58
chiesaSanDomenico,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanDomenico,ecclesia de Sacto Dominico,chiesa,,,id=statPop_libro3_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_3_69
chiesaSantAbramo,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSantAbramo,ecclesia de Sancto Habraam,chiesa,,,id=statPop_libro3_rubrica94; url=https://statutiascoli.it/statuti.html?id=2_3_95
chiesaSanGiuliano,https://statutiascoli.it/citt%C3%A0.html?id=chiesaSanGiuliano,(ecclesia de) Sancto Juliano,chiesa,https://www.wikidata.org/wiki/Q3670585,,id=statPop_libro3_rubrica57; url=https://statutiascoli.it/statuti.html?id=2_3_58
monasteroSantAngeloGrande,https://statutiascoli.it/citt%C3%A0.html?id=monasteroSantAngeloGrande,monasterio de Sancto Angnelo grande,monastero,,,id=statPop_libro3_rubrica68; url=https://statutiascoli.it/statuti.html?id=2_3_69
monasteroSantAntonio,https://statutiascoli.it/citt%C3%A0.html?id=monasteroSantAntonio,monasterio de Sancto Antonio,monastero,,,id=statPop_libro3_rubrica49; url=https://statutiascoli.it/statuti.html?id=2_3_50
castelloAppignano,https://statutiascoli.it/territorio.html?id=castelloAppignano,castello de Appognano,castello,,,id=statCom_libro2_indice; url=https://statutiascoli.it/statuti.html?id=1_2_0 | id=statCom_libro2_rubrica19; url=https://statutiascoli.it/statuti.html?id=1_2_20 | id=statCom_libro4_rubrica24; url=https://statutiascoli.it/statuti.html?id=1_4_25 | id=statPop_libro1_rubrica29; url=https://statutiascoli.it/statuti.html?id=2_1_30 | id=statPop_libro1_rubrica33; url=https://statutiascoli.it/statuti.html?id=2_1_34 | id=statPop_libro1_rubrica99; url=https://statutiascoli.it/statuti.html?id=2_1_100
castelloForcia,https://statutiascoli.it/territorio.html?id=castelloForcia,castello de Forcia,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13
castelloPatrignone,https://statutiascoli.it/territorio.html?id=castelloPatrignone,castello de Patregnone,castello,,,id=statPop_libro2_rubrica12; url=https://statutiascoli.it/statuti.html?id=2_2_13
